,id,created_at,updated_at,status,delay_duration,source_type,card_details_status,card_card_brand,card_last_4,card_fingerprint,card_card_type,card_prepaid_type,card_bin,card_details_entry_method,card_details_cvv_status,card_details_avs_status,card_details_statement_description,card_payment_timeline_authorized_at,card_payment_timeline_captured_at,location_id,order_id,risk_evaluation_created_at,risk_evaluation_risk_level,effective_at,type,total_money_currency,approved_money_currency,receipt_number,receipt_url,delay_action,delayed_until,application_details_square_product,application_details_application_id,version_token
10,TfX4zx5Lxtq0XVQbiCVtYNWvSHgZY,2024-05-11T19:14:46.499Z,2024-05-11T19:14:47.419Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:46.621Z,2024-05-11T19:14:46.762Z,LT9QVCXSARE9G,7ZZ2Rw48HTFlTmLqm12eslqJcd4F,2024-05-11T19:14:46.621Z,NORMAL,2024-05-11T21:14:47.000Z,INITIAL,USD,USD,TfX4,https://squareupsandbox.com/receipt/preview/TfX4zx5Lxtq0XVQbiCVtYNWvSHgZY,CANCEL,2024-05-18T19:14:46.499Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,7MWoo6aSw2boqaiC0KpFMVTQmkOHiLa8gfwoO5HTioh6o
11,tg1ixCuABI4kbrYui986idlpBpJZY,2024-05-11T19:14:45.706Z,2024-05-11T19:14:46.770Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:45.824Z,2024-05-11T19:14:45.976Z,LT9QVCXSARE9G,90IZYdYghjnex0JHaRqFiL1SZc4F,2024-05-11T19:14:45.825Z,NORMAL,2024-05-11T21:14:46.000Z,INITIAL,USD,USD,tg1i,https://squareupsandbox.com/receipt/preview/tg1ixCuABI4kbrYui986idlpBpJZY,CANCEL,2024-05-18T19:14:45.706Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,dB9bmST2b20zI4mj7EDkhCNLbMOaKAjAOnBvbw3wnn35o
12,f9v2f7WAVTrDAnLoAkpnKXytgW8YY,2024-05-11T19:14:44.917Z,2024-05-11T19:14:47.101Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:45.039Z,2024-05-11T19:14:45.182Z,LT9QVCXSARE9G,LXmNsA8x8tP4BgeVvTtZzx5pTh4F,2024-05-11T19:14:45.040Z,NORMAL,2024-05-11T21:14:47.000Z,INITIAL,USD,USD,f9v2,https://squareupsandbox.com/receipt/preview/f9v2f7WAVTrDAnLoAkpnKXytgW8YY,CANCEL,2024-05-18T19:14:44.917Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,qtAEw83t0UPxAvIDCMHZ53TmrJVgAmfSztUl81Z73Vb6o
13,H994i9qomOQ4af0IfGqYHh42TJ9YY,2024-05-11T19:14:44.134Z,2024-05-11T19:14:46.056Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:44.254Z,2024-05-11T19:14:44.400Z,LT9QVCXSARE9G,dkgbxwSmAXbqpMREx8HtIb43Nd4F,2024-05-11T19:14:44.254Z,NORMAL,2024-05-11T21:14:46.000Z,INITIAL,USD,USD,H994,https://squareupsandbox.com/receipt/preview/H994i9qomOQ4af0IfGqYHh42TJ9YY,CANCEL,2024-05-18T19:14:44.134Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,Lu11WSoqqZMtuHNE1xM70YtiDG8XwZFLB6CRtbQXWxT6o
14,7bnSH0zJCJOwbIHzZvCtmH0JCPaZY,2024-05-11T19:14:43.331Z,2024-05-11T19:14:44.182Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:43.450Z,2024-05-11T19:14:43.602Z,LT9QVCXSARE9G,fPnodHK3UZjEfYqWr6eJn8px1Z4F,2024-05-11T19:14:43.450Z,NORMAL,2024-05-11T21:14:44.000Z,INITIAL,USD,USD,7bnS,https://squareupsandbox.com/receipt/preview/7bnSH0zJCJOwbIHzZvCtmH0JCPaZY,CANCEL,2024-05-18T19:14:43.331Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,EmC239pPAqOyohxO8jBrRlHSoO60OCyc1WSkknkoV1r6o
15,1a0u8tuJXYVvwukk6fQNbaTyQB7YY,2024-05-11T19:14:42.530Z,2024-05-11T19:14:43.982Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:42.656Z,2024-05-11T19:14:42.799Z,LT9QVCXSARE9G,D1rdXWvWAntmnwTHQAxh5XbpyZ4F,2024-05-11T19:14:42.656Z,NORMAL,2024-05-11T21:14:43.000Z,INITIAL,USD,USD,1a0u,https://squareupsandbox.com/receipt/preview/1a0u8tuJXYVvwukk6fQNbaTyQB7YY,CANCEL,2024-05-18T19:14:42.530Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,1K7wTUX4JCdGjADEL0jx3d0dougdFLT5Eye85q0wtSG6o
16,FugxwTbv1RB1I1VsAytdqPIVBMRZY,2024-05-11T19:14:41.718Z,2024-05-11T19:14:42.778Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:41.843Z,2024-05-11T19:14:41.990Z,LT9QVCXSARE9G,VCHsQ2eKLJtoRFUg5cdMIhIN7f4F,2024-05-11T19:14:41.843Z,NORMAL,2024-05-11T21:14:42.000Z,INITIAL,USD,USD,Fugx,https://squareupsandbox.com/receipt/preview/FugxwTbv1RB1I1VsAytdqPIVBMRZY,CANCEL,2024-05-18T19:14:41.718Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,fPP2RD5OO0Jx2nhN68viSDYQSW4H1OFrul3MH3kjWbj6o
17,7L3gE0ofkwxc8DtNmkpAsviGazIZY,2024-05-11T19:14:40.833Z,2024-05-11T19:14:43.148Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:40.954Z,2024-05-11T19:14:41.109Z,LT9QVCXSARE9G,3nXvcu8bWWWjehAsoPbvghfqUf4F,2024-05-11T19:14:40.954Z,NORMAL,2024-05-11T21:14:43.000Z,INITIAL,USD,USD,7L3g,https://squareupsandbox.com/receipt/preview/7L3gE0ofkwxc8DtNmkpAsviGazIZY,CANCEL,2024-05-18T19:14:40.833Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,4gisBr653WACxNeppQTkyIA41onjjuE6lyfsU5lJfZC6o
18,tQ5cJdaZ0Rn9MXt3wFrkGIyWpYeZY,2024-05-11T19:14:40.037Z,2024-05-11T19:14:41.256Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:40.159Z,2024-05-11T19:14:40.310Z,LT9QVCXSARE9G,Rakq7Altgkai7L1gyGTQ0DbHGd4F,2024-05-11T19:14:40.159Z,NORMAL,2024-05-11T21:14:41.000Z,INITIAL,USD,USD,tQ5c,https://squareupsandbox.com/receipt/preview/tQ5cJdaZ0Rn9MXt3wFrkGIyWpYeZY,CANCEL,2024-05-18T19:14:40.037Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,S0J3anHvCVx8Rz6SI4dm1VC0J3JWteftyMxcZRzM3TB6o
19,PXQEGvDSuvKK3Mz09qrDfOIdJDPZY,2024-05-11T19:14:39.252Z,2024-05-11T19:14:41.082Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:39.371Z,2024-05-11T19:14:39.514Z,LT9QVCXSARE9G,hEN2BNI03sC2yNmijD4x5HnFca4F,2024-05-11T19:14:39.371Z,NORMAL,2024-05-11T21:14:41.000Z,INITIAL,USD,USD,PXQE,https://squareupsandbox.com/receipt/preview/PXQEGvDSuvKK3Mz09qrDfOIdJDPZY,CANCEL,2024-05-18T19:14:39.252Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,fiTVHZ28Ns5EVJTbCbBcj1PUf6LDA5uLWRIQuPpSvgh6o
20,7BmU5CHTstxSUMqI7M0RIpwuvxIZY,2024-05-11T19:14:38.463Z,2024-05-11T19:14:40.040Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:38.586Z,2024-05-11T19:14:38.720Z,LT9QVCXSARE9G,tAE6Mr9Q7cl8nxTVB2PCYuiqgc4F,2024-05-11T19:14:38.586Z,NORMAL,2024-05-11T21:14:40.000Z,INITIAL,USD,USD,7BmU,https://squareupsandbox.com/receipt/preview/7BmU5CHTstxSUMqI7M0RIpwuvxIZY,CANCEL,2024-05-18T19:14:38.463Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,bUmtbMF0WsAPR5OYQdS5Syb5cWvPgBCfnvgp1Cs6X8Q6o
21,dGIE1BLFbmrtdVQvsLuMvMseCYSZY,2024-05-11T19:14:37.663Z,2024-05-11T19:14:38.164Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:37.786Z,2024-05-11T19:14:37.941Z,LT9QVCXSARE9G,j9zFafXMHPWjPpGUGnwDw3F6Og4F,2024-05-11T19:14:37.786Z,NORMAL,2024-05-11T21:14:38.000Z,INITIAL,USD,USD,dGIE,https://squareupsandbox.com/receipt/preview/dGIE1BLFbmrtdVQvsLuMvMseCYSZY,CANCEL,2024-05-18T19:14:37.663Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,xTCseVjviziHERE5OuUCblnZsBIzxcg01o3rY1a0mB55o
22,NYNuklTWZFHOIg0QsVE1sZjNX5DZY,2024-05-11T19:14:36.820Z,2024-05-11T19:14:39.000Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:36.952Z,2024-05-11T19:14:37.107Z,LT9QVCXSARE9G,JWu1Ev5oKZyDNr0ea6QbFvxaXb4F,2024-05-11T19:14:36.952Z,NORMAL,2024-05-11T21:14:39.000Z,INITIAL,USD,USD,NYNu,https://squareupsandbox.com/receipt/preview/NYNuklTWZFHOIg0QsVE1sZjNX5DZY,CANCEL,2024-05-18T19:14:36.820Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,y4nnzBcIeS7UPx3WyEn04HBwXeiHvDJq5FIHmlR60Bz6o
23,rV8IrV6HNDgPWwMbS0CUWWhCT4CZY,2024-05-11T19:14:36.023Z,2024-05-11T19:14:38.053Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:36.148Z,2024-05-11T19:14:36.302Z,LT9QVCXSARE9G,3fdEYIqQoKGf2ptHda2C8JlW3f4F,2024-05-11T19:14:36.148Z,NORMAL,2024-05-11T21:14:38.000Z,INITIAL,USD,USD,rV8I,https://squareupsandbox.com/receipt/preview/rV8IrV6HNDgPWwMbS0CUWWhCT4CZY,CANCEL,2024-05-18T19:14:36.023Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,UyGsIWDyCruQbGqARxE5s5eClc22GqvF0AbhScANwFi6o
24,poC2bBPPQ1iDS9iU2oHYm263DgGZY,2024-05-11T19:14:35.196Z,2024-05-11T19:14:36.815Z,COMPLETED,PT168H,CARD,CAPTURED,VISA,5858,sq-1-mzz3vE0RTtj6Nxfpv8kHBKGgDw74TBOFWf_Wof8lToLm2jOrmrFCnX2uCQ2RZ-cdjg,CREDIT,NOT_PREPAID,453275,KEYED,CVV_ACCEPTED,AVS_ACCEPTED,SQ *DEFAULT TEST ACCOUNT,2024-05-11T19:14:35.317Z,2024-05-11T19:14:35.468Z,LT9QVCXSARE9G,HdiJMoSLtTdnf7C6FgAMIT418h4F,2024-05-11T19:14:35.317Z,NORMAL,2024-05-11T21:14:36.000Z,INITIAL,USD,USD,poC2,https://squareupsandbox.com/receipt/preview/poC2bBPPQ1iDS9iU2oHYm263DgGZY,CANCEL,2024-05-18T19:14:35.196Z,ECOMMERCE_API,sandbox-sq0idb-kUkgPZsjXviQduph8QQWYA,JUgK6Ah3o8onGxVcfHlOMioEER58fKxWT2nfZvCQRMh6o
